"path","ownership","category","gitStatus","reviewStatus","finding","severity","action","justification","tests","references"
".agents/skills/supabase-postgres-best-practices/references/conn-prepared-statements.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/data-batch-inserts.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/data-n-plus-one.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/data-pagination.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/data-upsert.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/lock-advisory.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/lock-deadlock-prevention.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/lock-short-transactions.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/lock-skip-locked.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/monitor-explain-analyze.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/monitor-pg-stat-statements.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/monitor-vacuum-analyze.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/query-composite-indexes.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/query-covering-indexes.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/query-index-types.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/query-missing-indexes.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/query-partial-indexes.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/schema-constraints.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/schema-data-types.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/schema-foreign-key-indexes.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/schema-lowercase-identifiers.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/schema-partitioning.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/schema-primary-keys.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/security-privileges.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/security-rls-basics.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase-postgres-best-practices/references/security-rls-performance.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase/CHANGELOG.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase/SKILL.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase/assets/feedback-issue-template.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".agents/skills/supabase/references/skill-feedback.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".env.example","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".github/copilot-instructions.md","projeto","automação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".github/workflows/ci.yml","projeto","automação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".gitignore","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".mcp.json","projeto","configuração","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
".node-version","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"README.md","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"components.json","projeto","configuração","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"deno.lock","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/README.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/architecture/INDEX__architecture.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/architecture/operations-read-model.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/audits/2026-07-31-forensic-file-inventory.csv","projeto","documentação","gerado","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/audits/2026-07-31-forensic-file-inventory.json","projeto","documentação","gerado","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/audits/2026-07-31-forensic-project-audit.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/audits/2026-08-01-users-audit-forensic-review.md","projeto","documentação","??","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/audits/INDEX__audits.md","projeto","documentação","M","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/current/2026-07-20__sync-erp-readiness.md","projeto","documentação","M","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/current/2026-07-31__data-table-filter-refactor.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/current/BACKLOG__high-impact-preprod-validation.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/current/INDEX__current-docs.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-audit-notifications-and-toast-safety.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-auth-permissions-and-access.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-clients-vehicles-and-scale.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-my-profile-header-sync.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-security-chaos-validation.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-units-yard-and-sync.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-users-roles-units.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-20__flow-validation-template.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-21__flow-dashboard-bento-grid.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-21__flow-forms-tables-filters-audit.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/2026-07-21__flow-reports-dashboard-tab-captura-discovery.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"docs/reports/INDEX__flow-reports.md","projeto","documentação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"eslint.config.js","projeto","configuração","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"index.html","projeto","arquivo de projeto","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"package.json","projeto","configuração","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"pnpm-lock.yaml","projeto","lock gerado","tracked","vistoriado","vistoriado — artefato gerado pelo manifesto","informativa","regenerar somente com pnpm fixado","garante resolução reprodutível de dependências","pnpm install --frozen-lockfile","package.json#packageManager"
"public/favicon.ico","projeto","binário","tracked","vistoriado","vistoriado — conteúdo binário classificado","informativa","manter somente quando consumido ou normativo","binários não são auditáveis como código-fonte","validar consumidor e hash quando aplicável","inventário Git"
"public/favicon.svg","projeto","asset vetorial","tracked","vistoriado","duplicata exata de asset","baixa","definir fonte canônica sem quebrar o favicon público","evita divergência futura entre cópias da marca","build e verificação visual do favicon","plano §2 src/assets e public"
"scripts/check-bundle-budget.mjs","projeto","script","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"scripts/generate-forensic-inventory.mjs","projeto","script","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"scripts/validate-package.mjs","projeto","script","M","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"skills-lock.json","projeto","configuração","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/App.tsx","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/README.md","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/constants/app-copy.ts","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/constants/index.ts","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/docs/README.md","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/index.ts","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/layouts/authenticated-layout.tsx","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/layouts/index.ts","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/providers/app-providers.tsx","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/providers/authenticated-app-providers.tsx","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/providers/index.ts","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
"src/app/router/app-router.tsx","projeto","código de aplicação","tracked","vistoriado","vistoriado — sem achado específico","informativa","manter sob os gates arquiteturais e funcionais aplicáveis","nenhuma inconsistência individual adicional foi confirmada nesta revisão","validação proporcional à categoria e aos consumidores","auditoria forense 2026-07-31"
